step,system_stopped,system_total_timeloss,system_average_timeloss,system_mean_speed,system_total_travel_time,system_average_travel_time
36005.0,0,0.0,0.0,14.851446654846786,0.0,0.0
36010.0,0,0.0,0.0,17.814529156433345,0.0,0.0
36015.0,0,0.0,0.0,21.751850470165675,0.0,0.0
36020.0,0,0.0,0.0,19.21541899764465,0.0,0.0
36025.0,1,0.0,0.0,17.589621549342805,0.0,0.0
36030.0,3,0.0,0.0,15.917943679891183,0.0,0.0
36035.0,5,0.0,0.0,14.758299459739142,0.0,0.0
36040.0,7,0.0,0.0,13.863650161401626,0.0,0.0
36045.0,11,0.0,0.0,12.665420704809552,0.0,0.0
36050.0,15,9.251129057797854,9.251129057797854,10.603829934852554,47.0,47.0
36055.0,12,9.251129057797854,9.251129057797854,10.729551147050548,47.0,47.0
36060.0,15,9.251129057797854,9.251129057797854,11.00307395654961,47.0,47.0
36065.0,18,9.251129057797854,9.251129057797854,11.501356742692309,47.0,47.0
36070.0,23,9.251129057797854,9.251129057797854,10.64642406491927,47.0,47.0
36075.0,29,9.251129057797854,9.251129057797854,9.45361684187189,47.0,47.0
36080.0,32,27.039386385181803,9.0131287950606,8.758277719580212,161.0,53.666666666666664
36085.0,28,30.96569653192128,7.74142413298032,8.480662614185242,204.0,51.0
36090.0,19,30.96569653192128,7.74142413298032,10.088008572912731,204.0,51.0
36095.0,18,34.60837122246624,6.921674244493248,12.11978428589514,247.0,49.4
36100.0,23,34.60837122246624,6.921674244493248,12.987483240851686,247.0,49.4
36105.0,28,213.74701200820962,21.37470120082096,11.36701123232319,666.0,66.6
36110.0,30,389.65448418937683,25.976965612625122,10.21495492402709,1065.0,71.0
36115.0,37,631.9524641863145,27.476194095057153,8.694254242588524,1729.0,75.17391304347827
36120.0,41,752.2198653910464,26.86499519253737,7.155644089492616,2122.0,75.78571428571429
36125.0,44,764.8290737280154,26.373416335448805,6.741847095484869,2172.0,74.89655172413794
36130.0,50,772.3797305329056,25.74599101776352,6.199215748522942,2220.0,74.0
36135.0,52,879.3285612602937,27.479017539384177,6.0251950074164125,2435.0,76.09375
36140.0,51,937.7001940488576,27.579417472025224,5.8753282850597355,2565.0,75.44117647058823
36145.0,52,937.7001940488576,27.579417472025224,6.127741405786315,2565.0,75.44117647058823
36150.0,57,937.7001940488576,27.579417472025224,5.595371838727666,2565.0,75.44117647058823
36155.0,61,937.7001940488576,27.579417472025224,5.374334487549918,2565.0,75.44117647058823
36160.0,58,976.4180247654859,27.897657850442457,5.421026403470595,2643.0,75.51428571428572
36165.0,50,1031.3637594509014,27.874696201375713,6.605607004237596,2783.0,75.21621621621621
36170.0,50,1031.3637594509014,27.874696201375713,8.016403117932017,2783.0,75.21621621621621
36175.0,53,1091.1885971574009,27.979194798907713,8.891610613826634,2941.0,75.41025641025641
36180.0,52,1237.1999535984721,29.457141752344576,9.238043138543674,3227.0,76.83333333333333
36185.0,49,1355.1331605881924,28.832620438046646,8.652560496519184,3562.0,75.7872340425532
36190.0,47,1507.3786107268104,28.988050206284814,8.378483159277039,3923.0,75.4423076923077
36195.0,35,1507.3786107268104,28.988050206284814,9.515449386818343,3923.0,75.4423076923077
36200.0,31,1653.362834542805,30.617830269311206,10.449401260046885,4173.0,77.27777777777777
36205.0,24,1868.1543780003435,32.774638210532345,10.223706303860803,4512.0,79.15789473684211
36210.0,23,2356.851112432707,39.28085187387845,10.425251416792758,5123.0,85.38333333333334
36215.0,34,3154.5458596139765,47.796149388090555,9.63765365049794,6260.0,94.84848484848484
36220.0,52,3678.9034631218883,51.8155417341111,7.844077051388062,7028.0,98.98591549295774
36225.0,62,4071.960207720761,53.57842378579949,7.020984188701511,7767.0,102.19736842105263
36230.0,68,4713.463347216428,54.80771333972591,5.298277144072641,9065.0,105.40697674418605
36235.0,77,5052.116490287191,56.13462766985767,4.312234415742546,9645.0,107.16666666666667
36240.0,76,5281.004477571787,56.784994382492336,3.8964954910504748,10050.0,108.06451612903226
36245.0,71,5281.004477571787,56.784994382492336,4.985010412035258,10050.0,108.06451612903226
36250.0,67,5287.566154117372,56.25070376720609,5.512232338321668,10091.0,107.35106382978724
36255.0,66,5287.566154117372,56.25070376720609,6.0402944936862175,10091.0,107.35106382978724
36260.0,64,5287.566154117372,56.25070376720609,5.88943935297412,10091.0,107.35106382978724
36265.0,68,5366.893669730679,56.49361757611241,5.996462921478693,10210.0,107.47368421052632
36270.0,73,5458.507094362287,55.13643529658876,5.042310214702054,10448.0,105.53535353535354
36275.0,88,5458.507094362287,55.13643529658876,4.663769294971306,10448.0,105.53535353535354
36280.0,97,5561.550497161171,55.615504971611706,4.327846832557117,10608.0,106.08
36285.0,103,5561.550497161171,55.615504971611706,4.3445208482287905,10608.0,106.08
36290.0,99,5570.7894768016795,55.156331453481975,4.518840553799775,10656.0,105.5049504950495
36295.0,103,5570.7894768016795,55.156331453481975,4.587477479969611,10656.0,105.5049504950495
36300.0,98,5910.558628112811,56.29103455345534,4.238957191086763,11253.0,107.17142857142858
36305.0,105,5910.558628112811,56.29103455345534,3.9829979788321106,11253.0,107.17142857142858
36310.0,112,6017.384977142173,56.23724277702965,3.8075997875330816,11498.0,107.45794392523365
36315.0,116,6028.796016324307,55.822185336336176,3.589620716595415,11587.0,107.28703703703704
36320.0,114,6088.332139907085,55.34847399915532,3.588824435635856,11731.0,106.64545454545454
36325.0,110,6167.769943471978,55.069374495285516,3.98515684664454,11984.0,107.0
