step,system_stopped,system_total_timeloss,system_average_timeloss,system_mean_speed,system_total_travel_time,system_average_travel_time
36005.0,0,0.0,0.0,16.480869619654392,0.0,0.0
36010.0,0,0.0,0.0,17.32798015620818,0.0,0.0
36015.0,0,0.0,0.0,19.68831983796889,0.0,0.0
36020.0,0,0.0,0.0,18.790398034372462,0.0,0.0
36025.0,0,0.0,0.0,17.677788924912974,0.0,0.0
36030.0,1,0.0,0.0,17.010176376114508,0.0,0.0
36035.0,3,0.0,0.0,15.155822819384799,0.0,0.0
36040.0,6,0.0,0.0,14.904866613627421,0.0,0.0
36045.0,11,0.0,0.0,13.133660675567521,0.0,0.0
36050.0,14,4.536894123141707,4.536894123141707,11.997358642991767,48.0,48.0
36055.0,14,4.536894123141707,4.536894123141707,10.629002590732089,48.0,48.0
36060.0,19,4.536894123141707,4.536894123141707,10.593119312210622,48.0,48.0
36065.0,22,4.536894123141707,4.536894123141707,10.396123856322015,48.0,48.0
36070.0,25,6.915294553387245,3.4576472766936224,10.108457477174587,97.0,48.5
36075.0,26,32.075519392735416,10.691839797578472,9.718903830518242,159.0,53.0
36080.0,29,71.24602559921402,14.249205119842804,9.65426254139441,287.0,57.4
36085.0,26,83.97590717824868,13.995984529708112,9.541660492245057,344.0,57.333333333333336
36090.0,21,124.20444042977918,12.420444042977918,9.047642781249777,574.0,57.4
36095.0,24,140.0348499575452,11.669570829795433,9.44188336249135,669.0,55.75
36100.0,30,140.0348499575452,11.669570829795433,9.054530953916478,669.0,55.75
36105.0,34,140.0348499575452,11.669570829795433,8.937386652238677,669.0,55.75
36110.0,27,140.0348499575452,11.669570829795433,9.095046434760139,669.0,55.75
36115.0,17,279.8041121891294,17.487757011820587,10.388857997098937,964.0,60.25
36120.0,19,408.03915642358754,21.47574507492566,11.24903722647736,1228.0,64.63157894736842
36125.0,22,439.5166556325789,21.975832781628945,12.238365239297883,1300.0,65.0
36130.0,25,582.9877086627547,26.499441302852485,12.36449058433437,1538.0,69.9090909090909
36135.0,28,791.0027261021714,30.42318177316044,11.698810783662536,1942.0,74.6923076923077
36140.0,32,1126.6116772310438,34.139747794880115,10.787881895243448,2655.0,80.45454545454545
36145.0,36,1300.8829822400644,35.15899952000174,10.580845549407274,3095.0,83.64864864864865
36150.0,39,1354.0836199374698,35.63377947203868,9.28544878367635,3214.0,84.57894736842105
36155.0,44,1436.9080341956994,35.92270085489248,8.547356649201339,3421.0,85.525
36160.0,50,1515.5287786990614,35.24485531858282,8.11512591547718,3667.0,85.27906976744185
36165.0,49,1603.051333925627,36.43298486194607,7.679445331579626,3822.0,86.86363636363636
36170.0,49,1603.051333925627,36.43298486194607,7.919827002938723,3822.0,86.86363636363636
36175.0,54,2003.5036696045993,40.070073392091984,7.344514001060084,4641.0,92.82
36180.0,59,2006.3795166149596,39.340774835587446,6.955567390221852,4692.0,92.0
36185.0,64,2222.2450696580454,39.6829476724651,6.447899444840456,5290.0,94.46428571428571
36190.0,66,2237.014979030279,39.245876825092616,5.842997898430944,5376.0,94.3157894736842
36195.0,67,2320.3568675952747,40.0061528895737,5.711958614714836,5503.0,94.87931034482759
36200.0,63,2320.3568675952747,40.0061528895737,6.381435933303494,5503.0,94.87931034482759
36205.0,59,2320.3568675952747,40.0061528895737,6.738047128816336,5503.0,94.87931034482759
36210.0,60,2388.634211733191,40.485325622596456,6.927750457420086,5630.0,95.42372881355932
36215.0,56,2570.347617786967,41.457219641725274,6.8826686520869504,5988.0,96.58064516129032
36220.0,60,2716.8994369454563,42.451553702272754,6.703603992719817,6286.0,98.21875
36225.0,65,3431.331943761066,48.3286189262122,6.028490098487265,7343.0,103.4225352112676
36230.0,72,3846.551984389604,50.612526110389524,5.938556429624108,8045.0,105.85526315789474
36235.0,77,4271.273207444006,52.73176799313588,4.869820247500397,8729.0,107.76543209876543
36240.0,80,4326.526327301944,52.76251618660907,4.749940609626148,8822.0,107.58536585365853
36245.0,71,4326.526327301944,52.76251618660907,5.38441347419211,8822.0,107.58536585365853
36250.0,73,4326.526327301944,52.76251618660907,5.535678776328364,8822.0,107.58536585365853
36255.0,67,4329.3214648893545,52.16049957698017,5.773577666014963,8870.0,106.86746987951807
36260.0,67,4329.3214648893545,52.16049957698017,6.095559308495326,8870.0,106.86746987951807
36265.0,79,4367.382973179675,51.992654442615176,5.365302105890986,8966.0,106.73809523809524
36270.0,90,4444.771576875262,51.089328469830605,4.8131161714236566,9236.0,106.16091954022988
36275.0,99,4569.734751077873,51.92880398952128,4.588290329306649,9408.0,106.9090909090909
36280.0,104,4754.207224044063,52.244035429055636,4.088877719860906,9797.0,107.65934065934066
36285.0,109,4864.976391806968,52.31157410545127,3.373002546358196,9998.0,107.50537634408602
36290.0,112,4884.151762679967,51.95906130510603,3.4660266995576423,10091.0,107.35106382978724
36295.0,113,4916.696739897792,51.215591040602,3.5839546080477516,10251.0,106.78125
36300.0,112,4923.21477201161,50.75479146403722,3.9073340306438804,10337.0,106.56701030927834
36305.0,118,4978.333151109818,50.286193445553714,3.8880512691406737,10542.0,106.48484848484848
36310.0,120,4978.333151109818,50.286193445553714,4.100976242628059,10542.0,106.48484848484848
36315.0,124,4981.817482296678,49.818174822966775,4.084114291485199,10584.0,105.84
36320.0,124,5456.952928313338,52.980125517605224,3.5604977227176358,11184.0,108.58252427184466
36325.0,129,5844.185965943519,55.13382986739168,3.408553560011641,11742.0,110.77358490566037
36330.0,132,6129.662964587946,56.756138560999496,3.3552740496812827,12139.0,112.39814814814815
36335.0,138,6306.64022853633,57.33309298669391,2.9826382114864276,12424.0,112.94545454545455
36340.0,142,6503.72828909456,57.05024814995228,2.6508479564617593,12857.0,112.78070175438596
36345.0,147,6508.955360528855,56.599611830685696,2.3559034972158437,12903.0,112.2
36350.0,148,6573.738656444236,55.709649630883355,2.157623745465564,13173.0,111.63559322033899
36355.0,143,6573.738656444236,55.709649630883355,2.2003632635331862,13173.0,111.63559322033899
36360.0,134,6596.222922723797,55.4304447287714,2.9383305262881105,13250.0,111.34453781512605
36365.0,118,6596.222922723797,55.4304447287714,4.456860241399786,13250.0,111.34453781512605
36370.0,102,6596.222922723797,55.4304447287714,5.8117924173732645,13250.0,111.34453781512605
36375.0,90,7251.058860896925,59.43490869587643,6.657889254161599,14042.0,115.09836065573771
36380.0,80,8288.339220150008,64.75265015742194,6.540645444654223,15354.0,119.953125
36385.0,77,9227.642869217447,69.90638537285945,6.4295267372213525,16500.0,125.0
36390.0,83,10998.971058134868,78.00688693712672,5.9289966914056675,18721.0,132.77304964539007
36395.0,80,12223.611243035119,82.5919678583454,5.43077469356447,20314.0,137.25675675675674
36400.0,79,12406.603929924913,82.71069286616608,5.267413898081072,20589.0,137.26
36405.0,82,12700.376135566274,83.55510615504127,5.093810635751477,20966.0,137.93421052631578
36410.0,89,13154.513561321113,85.41891922935788,5.066919353583223,21504.0,139.63636363636363
36415.0,103,13374.598319119714,86.28773109109493,4.943908834806047,21762.0,140.4
36420.0,121,15105.328487339093,92.67072691619076,3.8835013566851986,23957.0,146.9754601226994
36425.0,135,15914.753476154841,95.29792500691522,3.270131567242925,25056.0,150.03592814371257
36430.0,140,16126.44791263211,95.42276871379947,2.8590375366432803,25361.0,150.06508875739644
36435.0,141,16913.15375355584,97.20203306641287,2.7292813492769716,26438.0,151.94252873563218
36440.0,143,17117.29044544277,97.25733207637937,2.376194036359458,26765.0,152.07386363636363
36445.0,146,17276.271043844266,97.60605109516534,2.6096355774665674,27022.0,152.66666666666666
36450.0,151,17525.72160761738,97.90905926043229,2.501188619233176,27348.0,152.78212290502793
36455.0,154,18009.443214343355,99.49968626709035,2.4221113480077077,27907.0,154.18232044198896
36460.0,160,18468.549538941876,100.92103573192281,2.3067113583061265,28437.0,155.39344262295083
36465.0,164,18896.7631140834,102.14466548153189,2.0106190789931566,28936.0,156.4108108108108
36470.0,168,18896.7631140834,102.14466548153189,2.0249800164071465,28936.0,156.4108108108108
36475.0,161,19107.64971596898,102.17994500518171,1.9119778282352735,29217.0,156.24064171122996
36480.0,152,19107.64971596898,102.17994500518171,2.6315924878540318,29217.0,156.24064171122996
36485.0,141,19107.64971596898,102.17994500518171,3.831108655127997,29217.0,156.24064171122996
36490.0,132,19107.64971596898,102.17994500518171,4.64480347920732,29217.0,156.24064171122996
36495.0,128,19110.18908581259,101.64994194581166,5.014626510031042,29262.0,155.64893617021278
36500.0,123,19110.18908581259,101.64994194581166,5.742905732485663,29262.0,155.64893617021278
36505.0,117,20784.356250972687,105.504346451638,5.559429466462872,31381.0,159.2944162436548
36510.0,117,21876.584891088023,108.29992520340606,5.569095209737988,32706.0,161.9108910891089
36515.0,126,23624.72128606874,111.96550372544426,5.654637137112846,34909.0,165.44549763033174
36520.0,133,24824.468963234172,114.3984744849501,5.289296602313139,36412.0,167.79723502304148
36525.0,137,25151.00532141869,114.84477315716296,5.2367595501914606,36819.0,168.12328767123287
