step,system_stopped,system_total_timeloss,system_average_timeloss,system_mean_speed,system_total_travel_time,system_average_travel_time
36005.0,0,0.0,0.0,15.824446412398377,0.0,0.0
36010.0,0,0.0,0.0,18.467507340723543,0.0,0.0
36015.0,0,0.0,0.0,20.54544715990995,0.0,0.0
36020.0,0,0.0,0.0,18.794918113450507,0.0,0.0
36025.0,1,0.0,0.0,17.472006587917836,0.0,0.0
36030.0,2,0.0,0.0,16.979802308097042,0.0,0.0
36035.0,3,0.0,0.0,16.240300540640465,0.0,0.0
36040.0,6,0.0,0.0,15.316692462871332,0.0,0.0
36045.0,10,5.938782246180883,5.938782246180883,13.038509272001766,43.0,43.0
36050.0,14,15.179525068847063,7.5897625344235315,11.810614620799427,87.0,43.5
36055.0,17,15.179525068847063,7.5897625344235315,11.19760293611851,87.0,43.5
36060.0,21,15.179525068847063,7.5897625344235315,10.085615047766321,87.0,43.5
36065.0,24,20.75002240813992,6.91667413604664,9.34833285743021,151.0,50.333333333333336
36070.0,23,36.722473683886555,7.344494736777311,8.910194370005776,248.0,49.6
36075.0,27,36.722473683886555,7.344494736777311,8.790956796451132,248.0,49.6
36080.0,28,36.722473683886555,7.344494736777311,9.014360611255231,248.0,49.6
36085.0,36,44.04686954335714,7.341144923892856,7.8871595394509875,300.0,50.0
36090.0,41,70.80298758914529,10.114712512735041,7.016076781297024,359.0,51.285714285714285
36095.0,42,79.87957951008741,9.984947438760926,6.4994287971026035,403.0,50.375
36100.0,47,117.00989671314736,13.001099634794151,6.198489628687401,491.0,54.55555555555556
36105.0,53,117.00989671314736,13.001099634794151,5.702551970269543,491.0,54.55555555555556
36110.0,50,126.79023255076059,11.526384777341873,5.627618024444707,585.0,53.18181818181818
36115.0,45,126.79023255076059,11.526384777341873,6.406495016444116,585.0,53.18181818181818
36120.0,39,126.79023255076059,11.526384777341873,7.641811467915516,585.0,53.18181818181818
36125.0,34,126.79023255076059,11.526384777341873,7.234040714655689,585.0,53.18181818181818
36130.0,22,126.79023255076059,11.526384777341873,8.647409328757382,585.0,53.18181818181818
36135.0,15,126.79023255076059,11.526384777341873,11.189703294745764,585.0,53.18181818181818
36140.0,16,126.79023255076059,11.526384777341873,11.644246085709888,585.0,53.18181818181818
36145.0,22,528.8012304536383,31.105954732566957,12.75499628693874,1258.0,74.0
36150.0,27,679.2158788939323,33.96079394469662,13.002209655521561,1555.0,77.75
36155.0,34,1301.1750130656176,43.372500435520585,12.436819132539155,2667.0,88.9
36160.0,29,1636.7625081114393,45.46562522531776,11.856659149010753,3281.0,91.13888888888889
36165.0,31,2065.6724084772673,48.03889322040156,10.981317554993511,4134.0,96.13953488372093
36170.0,35,2669.15547286129,49.42880505298685,10.237481547769388,5366.0,99.37037037037037
36175.0,28,2674.985068760679,48.63609215928507,10.820568536825915,5416.0,98.47272727272727
36180.0,31,3035.6047756414655,50.59341292735776,10.23147890430581,6041.0,100.68333333333334
36185.0,34,3412.5495660631,51.70529645550152,9.021968006113008,6682.0,101.24242424242425
36190.0,35,3725.9550355648234,53.22792907949748,8.814904720469373,7260.0,103.71428571428571
36195.0,41,4224.899027617317,53.47973452680149,7.709967582940808,8272.0,104.70886075949367
36200.0,50,4304.472841861071,53.80591052326339,7.115810695145096,8394.0,104.925
36205.0,52,4399.335134933255,54.312779443620435,6.863537878861258,8529.0,105.29629629629629
36210.0,54,4609.358616390904,54.873316861796475,5.873399759641943,8864.0,105.52380952380952
36215.0,57,4621.508732248348,54.370690967627624,5.780437531273953,8949.0,105.28235294117647
36220.0,63,4804.286681992713,53.98074923587318,4.876290944338161,9300.0,104.49438202247191
36225.0,57,4804.286681992713,53.98074923587318,4.92957685253296,9300.0,104.49438202247191
